tweet,class
@HAUNTINGILINSKY @sorryimalex Bc @taylorcaniff is trash why would he lie about that? I told you he's real,0
RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,0
@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,0
@jessitron @Bsilverstrim77 ...in fact were I to start a for-profit university this would be the sole requirement for graduation!,0
#THEBOONDOCKS at 10:30 my nicca!,0
Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,0
Burritos are trash,0
Use to trap them birds now I'm fly like a birdddd,0
"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",0
"RT @ssbeirne: It's a bird! It's a plane! It's a boat! No...It's, it's... a flying human? #lakeerie #cle http://t.co/TTL10nqBzJ",0
"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies.",0
"RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6.",0
"RT @RayHudson: Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast, Our Robin;that leaves these summer winds sobbing&#8230;",0
@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,0
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,0
that would be the stunt in which @JamesOKeefeIII crossed some water dressed as a dead man while his teabagger sheriff friend watched him.,0
@Yankees Scores don't matter in Spring Training man!,0
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,0
"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",0
@carlybaejepsen trash,0
"4&#8419;2&#8419;0&#8419;

moke up",0
#Yankees #FireCashman I don't want Arod back.,0
RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,0
.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,0
The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,0
Giants secondary lookin like trash,0
Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,0
@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.,0
This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,0
First jig of the night,0
"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",0
RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;,0
@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,0
"RT @michaelpshipley: Martin Short On - CONAN - Oct 3, 2014

""With your yellow skin and red hair you look like a #2 pencil.""

https://t.co/U&#8230;",0
"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says...",0
RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc,0
"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!",0
RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,0
Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,0
one of my cats killed a baby bird and a cardinal,0
@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,0
@McSheeti means trash lol,0
"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",0
Chance is trash,0
@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,0
99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1,0
Yankee homeruns make me all tingly.,0
"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",0
"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",0
"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?",0
Are poor little guinea pig died :(,0
@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,0
RT @cthagod: Lance Stephenson trash talk didn't affect anybody but Lance Stephenson,0
@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies,0
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!",0
"RT @the_blueprint: in the trash, i hope. RT @ComplexMag @BigSean just dropped four new songs",0
"If I ever committ a crime, you can cite LVL as being the sole influence.",0
Waiting for brownies. I want brownies. Someone hooks it up?,0
dont make direct eye contact with anything..birds cats nothing lol RT @EVBY_HATES_ASH: I'm going out west to bu (...) http://t.co/oVpwk9I3,0
"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....",0
Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,0
@LCisTJ ; so you about to purpose to Charlie?,0
RT @lordemusic: i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY - PART 1,0
@selina_dabbagh the song? About pollo hermanos and Heisenberg?,0
nope RT @DerekIsNormal: Just ordered Domino's. Am I trash?,0
Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers,0
"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto",0
this movie is actually good cuz its so retarded,0
RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,0
RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm,0
RT @iLostMySanity: RT @5EarthQUakE: Most trash Halloween candy of all time. Don't debate me on this http://t.co/YMQWTSvD0h,0
"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?",0
@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?,0
Coors light is trash. Yuck. I don't even like beer.,0
Freezing my nips off out here...,0
"I luv watching gas monkey, they be havin some classics on there.",0
"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz 
Bam, Race Card Vote Democrats out",0
Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7,0
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.,0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v,0
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,0
@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,0
@SSickStory Lester tried to eat your bird,0
RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,0
"RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;",0
@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,0
RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,0
"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.",0
RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,0
if u don't buy the box of colored goldfish you r a racist tbh,0
@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?,0
"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;",0
1-800-slap-a-hoe,0
"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",0
@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping,0
Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,0
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",0
RT @Holyfield67: Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely&#8230; http://t.co/JUphsx1zps #Celebrate&#8230;,0
"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",0
@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,0
"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers",0
Oreos and coffee for brunch. I do what I want!,0
timbs straight trash though,0
@_BDOE bro u trash at that zombies,0
mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns,0
@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-),0
&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;,0
RT @tbhjuststop: my score on flappy bird is higher than the broncos score right now,0
Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0
I was told never fold &amp; never sell my sole,0
"RT @HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",0
RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,0
"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown.",0
RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,0
#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.,0
I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,0
"RT @markhoppus: Yes, yes I know all about the FOB reconciliation. IT WAS MY IDEA! You're welcome.",0
@ImSooooMad guess who's eating cracker b without you,0
@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,0
@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography,0
@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals,0
@ChickenColeman if McCoy wasn't trash that's a TD,0
"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",0
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,0
RT @alicia_enz: I'm the only person who likes yellow Starburst I feel,0
@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,0
#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,0
@WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple,0
"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",0
Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.,0
@imdevincarlson trash*,0
RT @SumGurl07: So cute! :) RT @iTweetFacts: Shy bunny... http://t.co/z4u6NpORdz,0
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",0
@megalexatron trash about us and your from another conference- you can say goodbye,0
RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,0
@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),0
RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,0
"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",0
"&#8220;@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees&#8221; he needs to go away , gas can !",0
RT @Solyybee_: Lmfao RT&#8220;@macktology101: Alco(ho)l&#8221;,0
@danram70 pussy. It's science. Donaire via Rachel spelling error,0
"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",0
I luh to lick the middle like an Oreo,0
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",0
To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;,0
RT @ShmurdaGang: Free wop,0
RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,0
RT @chilltweetss: flappy bird is deep... hahaha http://t.co/EMuhmR3jzE,0
@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,0
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,0
"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" http://t.co/M6cNV3YsmV #HumorIsAWeapon",0
"note to self: boiling water hot, monkey brain",0
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,0
RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;,0
Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. http://t.co/P7zwAoXi4l,0
@pauIjac because their parental unit is trash.,0
RT @Norsu2: Democrats to push income inequality as top issue of 2014 http://t.co/6fMioxUIgK Charlie Baker (R) veers further left all in w D&#8230;,0
"@jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on.",0
"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke",0
@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,0
That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;,0
This re-colored pictured of Abraham Lincoln is one of the coolest things I&#8217;ve seen in a while&#8230; http://t.co/SHosDU7RYP,0
"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",0
Can't stop eating graham crackers,0
"@SarahR_82 
Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat",0
"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",0
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,0
"eharmony just informed me that my soulmate is an 02 Sea Doo with a trash bag of Whataburger taquitos bungeed on top. Thx, Dr. Neil Warren.",0
"@ilovemytroops @SenatorTimScott I see. So you feel betrayed, your racism comes out. Shocked you didn't call him Uncle Tom you bitter loser",0
@yobritttany wagon burner! Jk jk you did look pretty Latino here,0
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,0
&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,0
Dad called me a border hopper,0
I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,0
RT @renegadecut: Video: Renegade Cut: Snowpiercer &#8212; An analysis of Bong Joon-ho&#8217;s sci-fi action film. Topics include... http://t.co/YNT9zS0&#8230;,0
@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard,0
"Then I went inside, in order to hide from mutant bird",0
@rachaelkbrown @BillyButlerKC @Oreo unexplainable!,0
Lauren &amp; I ate candy we found on the floor during class we are trash,0
"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",0
RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0,0
85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF,0
@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,0
"""Just follow the yellow brick twitter.""",0
RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,0
"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",0
@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,0
RT @tonyrobbins: Piers Morgan to Charlie Sheen: &#8220;You were taking Cocaine&#8230;&#8221; Charlie Sheen: &#8220;I wasn&#8217;t taking it. I had to pay for it.&#8221; via ...,0
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,0
"RT @PBSAmerMasters: Happy birthday, Bob Newhart! The comedic legend turns 85 today: http://t.co/YOSx2VdAjb #AmericanMasters http://t.co/gew&#8230;",0
She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,0
"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",0
"RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB",0
The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,0
Apple need to add some colored emoji,0
"RT @Rubberbandits: Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;",0
Mother Nature hates the Yankees and baseball,0
"RT @itssylviaplath: I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&#8230;",0
"RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning. 

I'm quite handy with my new Callaway golf clubs.

#sickipedia",0
Free birds. Lol,0
@FrancoisKilljoy Marshall Law! Whatever you coon,0
RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB,0
"Palin mocks Obama, on Russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild #CPAC2014",0
"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;",0
"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",0
Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,0
"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!",0
@xiibyte just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus,0
RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;,0
I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,0
"After seeing Kansas play Duke a couple weeks ago, I could tell you I'm surprised that Charlie Weis has been let go...but I'm not.",0
I wanna go to a trash talk concert,0
"RT @SportsCenter: ""I&#8217;ve had the greatest job in the world. I got a chance to be the shortstop of the New York Yankees.&#8221; - Derek Jeter http:&#8230;",0
"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",0
#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;,0
RT @RayIopez: taking out the trash at night http://t.co/qJiPw0sYeH,0
"@LinzBella 
You date colored men?",0
@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,0
Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,0
@TheShoeBible @Steamed_Greens Them hoes are clean!,0
@Decimate_IX Can't even spell right. You have the brain of an ape,0
Why Jon hates birds. http://t.co/VwXlbmJ7fY,0
Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,0
"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",0
I want a four loco right now so I can chug it and go straight to sleep.,0
@Ants_SNEweather Well you got to see pom-pom Pete,0
"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....",0
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",0
A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,0
Holy monkey balls its warm today,0
Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,0
@eonline @KimKardashian @kanyewest mr. and mrs trash,0
"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",0
"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",0
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s",0
"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)",0
"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",0
RT @TideRecruits101: It's ok to trash talk....but I haven't seen any Bama fans wishing harm or injury towards LSU players.,0
RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,0
RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,0
Flappy bird on bull....,0
"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;",0
"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",0
#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,0
I'll be a Yankee fan forever,0
Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR,0
@Bombfantasyyy pearl jam: yellow Ledbetter&gt;,0
Y'all suck on flappy bird,0
third party keyboards on iOS 8 trash,0
@yungdipIo @Iemonaids like I really want a rafter monkey,0
RT @Zach_Dorsey: My trash is worth more than you,0
"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru",0
"Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!",0
"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",0
#Yankees,0
"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook",0
"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",0
RT @TomBradysEgo: Might have a better chance if we put some trash cans out there.,0
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",0
Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,0
"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",0
"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you",0
Happy birthday bird! @codyflitcraft,0
i reblogged them to mock her god bless,0
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani",0
"RT @NativeCurator: THIS is how you honor
Native Americans. #changethename #HTTR @redskinsfacts @redskins http://t.co/23VGQvEHy5",0
Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,0
"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot",0
@OMFGITSOSCAR basic trash,0
RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,0
@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,0
"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;",0
Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,0
@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.,0
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,0
"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",0
RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,0
@clangloisss hmu negro,0
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,0
"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",0
"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is &#8216;Worth It&#8217; - Conservative Byte http://t.co/y3JYJ2Yf4L via @conservativebyt",0
"RT @SethMacFarlane: And thus endeth our warm, fuzzy holiday lesson: Never take those you love for granted, for they can be gone in a flash.",0
A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,0
RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,0
triple fudge brownie chunk ice cream #LifeChanging,0
"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;",0
They use to call my mom Japs when she was younger. Lol Asian racial slurs.,0
Lakers are a purple and yellow garbage can,0
Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,0
"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",0
Early bird catches the worm &#128074;,0
Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,0
"RT @kathyislovely: 'che wigga! RT ""@wigga32: If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&#8230;",0
"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",0
Stayin up late to watch #Ichiro #Yankees,0
So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,0
"@whits_20 Good read -&gt; RT @WIRED: Why your cat thinks you're a huge, unpredictable ape http://t.co/nzA3zUwugp http://t.co/P8F8Gmkufy",0
"you've gone and broke the wrong heart baby, and drove me redneck crazy",0
Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,0
RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;,0
auto tranny,0
"@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points",0
RT @tj_curtin: A birds eye view of today's #harvest14 activities. Thanks @BrentJFF for the great camera work! http://t.co/RgETR4tV4S,0
RT @Hokuboku: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,0
I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,0
